SHOP_ID,CATEGORY,NAME,RATING,PRICE,REVIEW_COUNT,ADDRESS,OPEN_HOURS,BUSY_HOURS
100011,Coffee shop,Colombus cafe,4.0,NA,1,58 a Pepiliyana Rd~ Dehiwala-Mount Lavinia,NA,NA
100012,Cafe,Baguette French Bakery & Cafe,4.5,NA,55,174 A2~ Dehiwala-Mount Lavinia 10370,["Friday~ 9AM to 6PM; Saturday~ 9AM to 6PM; Sunday~ 9AM to 6PM; Monday~ 9AM to 4PM; Tuesday~ 9AM to 4PM; Wednesday~ 9AM to 4PM; Thursday (Prophet's Birthday)~ 9AM to 4PM~ Hours might differ. Hide open hours for the week"],['0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '35% busy at 9 AM.'~ '53% busy at 10 AM.'~ '66% busy at 11 AM.'~ '71% busy at 12 PM.'~ '69% busy at 1 PM.'~ '60% busy at 2 PM.'~ '50% busy at 3 PM.'~ '0% busy at 4 PM.'~ '0% busy at 5 PM.'~ '0% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '16% busy at 9 AM.'~ '23% busy at 10 AM.'~ '34% busy at 11 AM.'~ '48% busy at 12 PM.'~ '54% busy at 1 PM.'~ '46% busy at 2 PM.'~ '35% busy at 3 PM.'~ '0% busy at 4 PM.'~ '0% busy at 5 PM.'~ '0% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '35% busy at 9 AM.'~ '50% busy at 10 AM.'~ '59% busy at 11 AM.'~ '59% busy at 12 PM.'~ '49% busy at 1 PM.'~ '34% busy at 2 PM.'~ '19% busy at 3 PM.'~ '0% busy at 4 PM.'~ '0% busy at 5 PM.'~ '0% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '29% busy at 9 AM.'~ '43% busy at 10 AM.'~ '53% busy at 11 AM.'~ '55% busy at 12 PM.'~ '50% busy at 1 PM.'~ '41% busy at 2 PM.'~ '32% busy at 3 PM.'~ '0% busy at 4 PM.'~ '0% busy at 5 PM.'~ '0% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '20% busy at 9 AM.'~ '56% busy at 10 AM.'~ '92% busy at 11 AM.'~ '100% busy at 12 PM.'~ '70% busy at 1 PM.'~ '33% busy at 2 PM.'~ '11% busy at 3 PM.'~ '0% busy at 4 PM.'~ '0% busy at 5 PM.'~ '0% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '35% busy at 9 AM.'~ '48% busy at 10 AM.'~ '49% busy at 11 AM.'~ '45% busy at 12 PM.'~ '49% busy at 1 PM.'~ '54% busy at 2 PM.'~ '46% busy at 3 PM.'~ '0% busy at 4 PM.'~ '0% busy at 5 PM.'~ '0% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '46% busy at 9 AM.'~ '67% busy at 10 AM.'~ '80% busy at 11 AM.'~ '81% busy at 12 PM.'~ '72% busy at 1 PM.'~ '58% busy at 2 PM.'~ '43% busy at 3 PM.'~ '0% busy at 4 PM.'~ '0% busy at 5 PM.'~ '0% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.']
100013,Coffee store,The Garrison Coffee House,4.8,NA,34,229/1A Kadawatha Rd~ Dehiwala-Mount Lavinia 10350,["Friday~ 10AM to 2AM; Saturday~ 10AM to 2AM; Sunday~ 10AM to 2AM; Monday~ 10AM to 2AM; Tuesday~ 10AM to 2AM; Wednesday~ 10AM to 2AM; Thursday (Prophet's Birthday)~ 10AM to 2AM~ Hours might differ. Hide open hours for the week"],['0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '0% busy at 9 AM.'~ '7% busy at 10 AM.'~ '3% busy at 11 AM.'~ '5% busy at 12 PM.'~ '12% busy at 1 PM.'~ '24% busy at 2 PM.'~ '35% busy at 3 PM.'~ '44% busy at 4 PM.'~ '50% busy at 5 PM.'~ '50% busy at 6 PM.'~ '46% busy at 7 PM.'~ '37% busy at 8 PM.'~ '25% busy at 9 PM.'~ '12% busy at 10 PM.'~ '1% busy at 11 PM.'~ '1% busy at 12 AM.'~ '1% busy at 1 AM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '0% busy at 9 AM.'~ '1% busy at 10 AM.'~ '5% busy at 11 AM.'~ '7% busy at 12 PM.'~ '9% busy at 1 PM.'~ '11% busy at 2 PM.'~ '18% busy at 3 PM.'~ '31% busy at 4 PM.'~ '48% busy at 5 PM.'~ '59% busy at 6 PM.'~ '61% busy at 7 PM.'~ '51% busy at 8 PM.'~ '33% busy at 9 PM.'~ '12% busy at 10 PM.'~ '1% busy at 11 PM.'~ '1% busy at 12 AM.'~ '1% busy at 1 AM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '0% busy at 9 AM.'~ '3% busy at 10 AM.'~ '5% busy at 11 AM.'~ '5% busy at 12 PM.'~ '7% busy at 1 PM.'~ '9% busy at 2 PM.'~ '12% busy at 3 PM.'~ '18% busy at 4 PM.'~ '24% busy at 5 PM.'~ '27% busy at 6 PM.'~ '27% busy at 7 PM.'~ '22% busy at 8 PM.'~ '12% busy at 9 PM.'~ '5% busy at 10 PM.'~ '1% busy at 11 PM.'~ '1% busy at 12 AM.'~ '1% busy at 1 AM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '0% busy at 9 AM.'~ '1% busy at 10 AM.'~ '7% busy at 11 AM.'~ '16% busy at 12 PM.'~ '24% busy at 1 PM.'~ '29% busy at 2 PM.'~ '33% busy at 3 PM.'~ '37% busy at 4 PM.'~ '40% busy at 5 PM.'~ '42% busy at 6 PM.'~ '40% busy at 7 PM.'~ '33% busy at 8 PM.'~ '22% busy at 9 PM.'~ '9% busy at 10 PM.'~ '1% busy at 11 PM.'~ '1% busy at 12 AM.'~ '1% busy at 1 AM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '0% busy at 9 AM.'~ '12% busy at 10 AM.'~ '24% busy at 11 AM.'~ '27% busy at 12 PM.'~ '24% busy at 1 PM.'~ '12% busy at 2 PM.'~ '3% busy at 3 PM.'~ '9% busy at 4 PM.'~ '35% busy at 5 PM.'~ '64% busy at 6 PM.'~ '72% busy at 7 PM.'~ '48% busy at 8 PM.'~ '20% busy at 9 PM.'~ '5% busy at 10 PM.'~ '3% busy at 11 PM.'~ '3% busy at 12 AM.'~ '1% busy at 1 AM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '0% busy at 9 AM.'~ '5% busy at 10 AM.'~ '5% busy at 11 AM.'~ '5% busy at 12 PM.'~ '7% busy at 1 PM.'~ '11% busy at 2 PM.'~ '20% busy at 3 PM.'~ '37% busy at 4 PM.'~ '57% busy at 5 PM.'~ '79% busy at 6 PM.'~ '96% busy at 7 PM.'~ '100% busy at 8 PM.'~ '88% busy at 9 PM.'~ '68% busy at 10 PM.'~ '44% busy at 11 PM.'~ '22% busy at 12 AM.'~ '7% busy at 1 AM.'~ '0% busy at 6 AM.'~ '0% busy at 7 AM.'~ '0% busy at 8 AM.'~ '0% busy at 9 AM.'~ '7% busy at 10 AM.'~ '7% busy at 11 AM.'~ '9% busy at 12 PM.'~ '14% busy at 1 PM.'~ '22% busy at 2 PM.'~ '33% busy at 3 PM.'~ '48% busy at 4 PM.'~ '62% busy at 5 PM.'~ '74% busy at 6 PM.'~ '81% busy at 7 PM.'~ '77% busy at 8 PM.'~ '68% busy at 9 PM.'~ '55% busy at 10 PM.'~ '38% busy at 11 PM.'~ '24% busy at 12 AM.'~ '11% busy at 1 AM.']
100014,Cafe,Balindo Cafe,3.5,NA,4,No 93 ~ Galle Road ~Dehiwala South ~Dehiwala ~Sri Lanka 30500~ Colombo - Galle - Hambantota - Wellawaya Hwy~ Dehiwala-Mount Lavinia 30500,["Friday~ 7AM to 9PM; Saturday~ 7AM to 9PM; Sunday~ Closed; Monday~ 7AM to 9PM; Tuesday~ 7AM to 9PM; Wednesday~ 7AM to 9PM; Thursday (Prophet's Birthday)~ 7AM to 9PM~ Hours might differ. Hide open hours for the week"],NA
100015,Cafe,Coffee And Tea Cafe,4.0,NA,47,167/2 Kadawatha Rd~ Dehiwala-Mount Lavinia,["Friday~ 8AM to 10:30PM; Saturday~ 8AM to 10:30PM; Sunday~ 8AM to 10:30PM; Monday~ 8AM to 10:30PM; Tuesday~ 8AM to 10:30PM; Wednesday~ 8AM to 10:30PM; Thursday (Prophet's Birthday)~ 8AM to 10:30PM~ Hours might differ. Hide open hours for the week"],NA
100016,Restaurant,Barnes Garden Caf ,3.7,NA,3,30 De Saram Rd~ Dehiwala-Mount Lavinia 10370,["Friday~ 7 to 10PM; Saturday~ 7 to 10PM; Sunday~ Closed; Monday~ 7 to 10PM; Tuesday~ 7 to 10PM; Wednesday~ 7 to 10PM; Thursday (Prophet's Birthday)~ 7 to 10PM~ Hours might differ. Hide open hours for the week"],NA
100017,Coffee shop,Expocoffee,4.3,NA,75,10350~ 89A Anderson Rd~ 10350,["Friday~ 9AM to 6PM; Saturday~ 9AM to 6PM; Sunday~ 9AM to 6PM; Monday~ 9AM to 6PM; Tuesday~ 9AM to 6PM; Wednesday~ 9AM to 6PM; Thursday (Prophet's Birthday)~ 9AM to 6PM~ Hours might differ. Hide open hours for the week"],NA
100018,Cafe,Everyday Bakery And Cafe,3.9,$,45,Dehiwala-Mount Lavinia,["Friday~ 6AM to 8PM; Saturday~ 6AM to 8PM; Sunday~ 6AM to 8PM; Monday~ 6AM to 8PM; Tuesday~ 6AM to 8PM; Wednesday~ 6AM to 8PM; Thursday (Prophet's Birthday)~ 6AM to 8PM~ Hours might differ. Hide open hours for the week"],['0% busy at 5 AM.'~ '31% busy at 6 AM.'~ '36% busy at 7 AM.'~ '39% busy at 8 AM.'~ '42% busy at 9 AM.'~ '44% busy at 10 AM.'~ '42% busy at 11 AM.'~ '39% busy at 12 PM.'~ '36% busy at 1 PM.'~ '31% busy at 2 PM.'~ '28% busy at 3 PM.'~ '31% busy at 4 PM.'~ '36% busy at 5 PM.'~ '42% busy at 6 PM.'~ '42% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 5 AM.'~ '21% busy at 6 AM.'~ '26% busy at 7 AM.'~ '31% busy at 8 AM.'~ '34% busy at 9 AM.'~ '39% busy at 10 AM.'~ '42% busy at 11 AM.'~ '44% busy at 12 PM.'~ '44% busy at 1 PM.'~ '44% busy at 2 PM.'~ '42% busy at 3 PM.'~ '39% busy at 4 PM.'~ '34% busy at 5 PM.'~ '31% busy at 6 PM.'~ '26% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 5 AM.'~ '21% busy at 6 AM.'~ '28% busy at 7 AM.'~ '36% busy at 8 AM.'~ '44% busy at 9 AM.'~ '50% busy at 10 AM.'~ '55% busy at 11 AM.'~ '55% busy at 12 PM.'~ '52% busy at 1 PM.'~ '47% busy at 2 PM.'~ '44% busy at 3 PM.'~ '44% busy at 4 PM.'~ '47% busy at 5 PM.'~ '50% busy at 6 PM.'~ '44% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 5 AM.'~ '23% busy at 6 AM.'~ '31% busy at 7 AM.'~ '34% busy at 8 AM.'~ '39% busy at 9 AM.'~ '39% busy at 10 AM.'~ '36% busy at 11 AM.'~ '34% busy at 12 PM.'~ '31% busy at 1 PM.'~ '28% busy at 2 PM.'~ '26% busy at 3 PM.'~ '28% busy at 4 PM.'~ '28% busy at 5 PM.'~ '28% busy at 6 PM.'~ '26% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 5 AM.'~ '28% busy at 6 AM.'~ '44% busy at 7 AM.'~ '65% busy at 8 AM.'~ '86% busy at 9 AM.'~ '100% busy at 10 AM.'~ '97% busy at 11 AM.'~ '81% busy at 12 PM.'~ '60% busy at 1 PM.'~ '44% busy at 2 PM.'~ '36% busy at 3 PM.'~ '42% busy at 4 PM.'~ '52% busy at 5 PM.'~ '60% busy at 6 PM.'~ '57% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 5 AM.'~ '13% busy at 6 AM.'~ '21% busy at 7 AM.'~ '31% busy at 8 AM.'~ '47% busy at 9 AM.'~ '60% busy at 10 AM.'~ '65% busy at 11 AM.'~ '60% busy at 12 PM.'~ '47% busy at 1 PM.'~ '34% busy at 2 PM.'~ '31% busy at 3 PM.'~ '36% busy at 4 PM.'~ '44% busy at 5 PM.'~ '50% busy at 6 PM.'~ '47% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 5 AM.'~ '36% busy at 6 AM.'~ '47% busy at 7 AM.'~ '57% busy at 8 AM.'~ '65% busy at 9 AM.'~ '73% busy at 10 AM.'~ '76% busy at 11 AM.'~ '76% busy at 12 PM.'~ '71% busy at 1 PM.'~ '65% busy at 2 PM.'~ '63% busy at 3 PM.'~ '63% busy at 4 PM.'~ '63% busy at 5 PM.'~ '60% busy at 6 PM.'~ '57% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.']
100019,Cafe,Bread Talk,4.2,$$$,452,Dehiwala-Mount Lavinia,["Friday~ 6:30AM to 8PM; Saturday~ 7AM to 7PM; Sunday~ 7AM to 7PM; Monday~ 7AM to 8PM; Tuesday~ 7AM to 8PM; Wednesday~ 6:30AM to 8PM; Thursday (Prophet's Birthday)~ 6:30AM to 8PM~ Hours might differ. Hide open hours for the week"],['0% busy at 6 AM.'~ '17% busy at 7 AM.'~ '22% busy at 8 AM.'~ '25% busy at 9 AM.'~ '28% busy at 10 AM.'~ '28% busy at 11 AM.'~ '28% busy at 12 PM.'~ '25% busy at 1 PM.'~ '20% busy at 2 PM.'~ '14% busy at 3 PM.'~ '20% busy at 4 PM.'~ '60% busy at 5 PM.'~ '71% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '2% busy at 7 AM.'~ '8% busy at 8 AM.'~ '14% busy at 9 AM.'~ '20% busy at 10 AM.'~ '25% busy at 11 AM.'~ '28% busy at 12 PM.'~ '31% busy at 1 PM.'~ '31% busy at 2 PM.'~ '31% busy at 3 PM.'~ '28% busy at 4 PM.'~ '25% busy at 5 PM.'~ '22% busy at 6 PM.'~ '17% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '20% busy at 7 AM.'~ '34% busy at 8 AM.'~ '42% busy at 9 AM.'~ '42% busy at 10 AM.'~ '37% busy at 11 AM.'~ '34% busy at 12 PM.'~ '34% busy at 1 PM.'~ '34% busy at 2 PM.'~ '34% busy at 3 PM.'~ '31% busy at 4 PM.'~ '25% busy at 5 PM.'~ '20% busy at 6 PM.'~ '11% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 5 AM.'~ '2% busy at 6 AM.'~ '2% busy at 7 AM.'~ '8% busy at 8 AM.'~ '17% busy at 9 AM.'~ '22% busy at 10 AM.'~ '22% busy at 11 AM.'~ '20% busy at 12 PM.'~ '17% busy at 1 PM.'~ '17% busy at 2 PM.'~ '22% busy at 3 PM.'~ '25% busy at 4 PM.'~ '22% busy at 5 PM.'~ '11% busy at 6 PM.'~ '2% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 5 AM.'~ '2% busy at 6 AM.'~ '2% busy at 7 AM.'~ '2% busy at 8 AM.'~ '5% busy at 9 AM.'~ '11% busy at 10 AM.'~ '11% busy at 11 AM.'~ '11% busy at 12 PM.'~ '11% busy at 1 PM.'~ '8% busy at 2 PM.'~ '22% busy at 3 PM.'~ '74% busy at 4 PM.'~ '62% busy at 5 PM.'~ '14% busy at 6 PM.'~ '5% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 5 AM.'~ '2% busy at 6 AM.'~ '20% busy at 7 AM.'~ '40% busy at 8 AM.'~ '60% busy at 9 AM.'~ '65% busy at 10 AM.'~ '54% busy at 11 AM.'~ '34% busy at 12 PM.'~ '20% busy at 1 PM.'~ '25% busy at 2 PM.'~ '40% busy at 3 PM.'~ '51% busy at 4 PM.'~ '42% busy at 5 PM.'~ '20% busy at 6 PM.'~ '2% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 6 AM.'~ '2% busy at 7 AM.'~ '22% busy at 8 AM.'~ '100% busy at 9 AM.'~ '57% busy at 10 AM.'~ '22% busy at 11 AM.'~ '28% busy at 12 PM.'~ '34% busy at 1 PM.'~ '37% busy at 2 PM.'~ '37% busy at 3 PM.'~ '37% busy at 4 PM.'~ '34% busy at 5 PM.'~ '28% busy at 6 PM.'~ '0% busy at 7 PM.'~ '0% busy at 8 PM.'~ '0% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.']
100020,Cafe,HUF cafe,4.8,NA,5,Dehiwala-Mount Lavinia,["Friday~ 9AM to 5PM; Saturday~ 9AM to 5PM; Sunday~ 9AM to 5PM; Monday~ 9AM to 5PM; Tuesday~ 9AM to 5PM; Wednesday~ 9AM to 5PM; Thursday (Prophet's Birthday)~ 9AM to 5PM~ Hours might differ. Hide open hours for the week"],NA
100021,Fast food restaurant,Burger King - Fort,4.1,$,536,Old Dutch Hospital Complex~ Hospital St~ Colombo 00100,["Friday~ 7AM to 11PM; Saturday~ 7AM to 11PM; Sunday~ 7AM to 10PM; Monday~ 7AM to 11PM; Tuesday~ 7AM to 11PM; Wednesday~ 7AM to 11PM; Thursday (Prophet's Birthday)~ 7AM to 11PM~ Hours might differ. Hide open hours for the week"],['0% busy at 6 AM.'~ '1% busy at 7 AM.'~ '8% busy at 8 AM.'~ '19% busy at 9 AM.'~ '26% busy at 10 AM.'~ '29% busy at 11 AM.'~ '32% busy at 12 PM.'~ '36% busy at 1 PM.'~ '45% busy at 2 PM.'~ '48% busy at 3 PM.'~ '44% busy at 4 PM.'~ '33% busy at 5 PM.'~ '27% busy at 6 PM.'~ '26% busy at 7 PM.'~ '25% busy at 8 PM.'~ '22% busy at 9 PM.'~ '0% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '1% busy at 7 AM.'~ '23% busy at 8 AM.'~ '41% busy at 9 AM.'~ '32% busy at 10 AM.'~ '41% busy at 11 AM.'~ '67% busy at 12 PM.'~ '76% busy at 1 PM.'~ '60% busy at 2 PM.'~ '45% busy at 3 PM.'~ '47% busy at 4 PM.'~ '54% busy at 5 PM.'~ '60% busy at 6 PM.'~ '58% busy at 7 PM.'~ '51% busy at 8 PM.'~ '39% busy at 9 PM.'~ '26% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '1% busy at 7 AM.'~ '30% busy at 8 AM.'~ '64% busy at 9 AM.'~ '42% busy at 10 AM.'~ '42% busy at 11 AM.'~ '58% busy at 12 PM.'~ '67% busy at 1 PM.'~ '61% busy at 2 PM.'~ '52% busy at 3 PM.'~ '48% busy at 4 PM.'~ '51% busy at 5 PM.'~ '55% busy at 6 PM.'~ '57% busy at 7 PM.'~ '52% busy at 8 PM.'~ '44% busy at 9 PM.'~ '32% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '4% busy at 7 AM.'~ '19% busy at 8 AM.'~ '35% busy at 9 AM.'~ '50% busy at 10 AM.'~ '60% busy at 11 AM.'~ '66% busy at 12 PM.'~ '72% busy at 1 PM.'~ '77% busy at 2 PM.'~ '83% busy at 3 PM.'~ '85% busy at 4 PM.'~ '77% busy at 5 PM.'~ '64% busy at 6 PM.'~ '51% busy at 7 PM.'~ '41% busy at 8 PM.'~ '35% busy at 9 PM.'~ '29% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '11% busy at 7 AM.'~ '35% busy at 8 AM.'~ '51% busy at 9 AM.'~ '54% busy at 10 AM.'~ '55% busy at 11 AM.'~ '63% busy at 12 PM.'~ '70% busy at 1 PM.'~ '73% busy at 2 PM.'~ '69% busy at 3 PM.'~ '58% busy at 4 PM.'~ '51% busy at 5 PM.'~ '45% busy at 6 PM.'~ '42% busy at 7 PM.'~ '38% busy at 8 PM.'~ '32% busy at 9 PM.'~ '22% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '1% busy at 7 AM.'~ '16% busy at 8 AM.'~ '36% busy at 9 AM.'~ '60% busy at 10 AM.'~ '82% busy at 11 AM.'~ '97% busy at 12 PM.'~ '100% busy at 1 PM.'~ '92% busy at 2 PM.'~ '82% busy at 3 PM.'~ '76% busy at 4 PM.'~ '76% busy at 5 PM.'~ '83% busy at 6 PM.'~ '91% busy at 7 PM.'~ '91% busy at 8 PM.'~ '83% busy at 9 PM.'~ '66% busy at 10 PM.'~ '0% busy at 11 PM.'~ '0% busy at 6 AM.'~ '1% busy at 7 AM.'~ '10% busy at 8 AM.'~ '22% busy at 9 AM.'~ '35% busy at 10 AM.'~ '50% busy at 11 AM.'~ '61% busy at 12 PM.'~ '69% busy at 1 PM.'~ '69% busy at 2 PM.'~ '64% busy at 3 PM.'~ '57% busy at 4 PM.'~ '48% busy at 5 PM.'~ '45% busy at 6 PM.'~ '50% busy at 7 PM.'~ '57% busy at 8 PM.'~ '60% busy at 9 PM.'~ '52% busy at 10 PM.'~ '0% busy at 11 PM.']
100022,Halal restaurant,Fazly's Halal Refreshment,4.1,$$,3534,1 Vellons Passage~ Colombo 02,["Friday~ 4:30PM to 1:30AM; Saturday~ 4:30PM to 1:30AM; Sunday~ 4:30PM to 1:30AM; Monday~ 4:30PM to 1:30AM; Tuesday~ 4:30PM to 1:30AM; Wednesday~ 4:30PM to 1:30AM; Thursday (Prophet's Birthday)~ 4:30PM to 1:30AM~ Hours might differ. Hide open hours for the week"],NA
